"date","source","cases"
2017-02-05,"confirmed",0
2017-02-12,"confirmed",0
2017-02-19,"confirmed",0
2017-02-26,"confirmed",0
2017-03-05,"confirmed",0
2017-03-12,"confirmed",2
2017-03-19,"confirmed",0
2017-03-26,"confirmed",0
2017-04-02,"confirmed",0
2017-04-09,"confirmed",2
2017-04-16,"confirmed",0
2017-04-23,"confirmed",0
2017-04-30,"confirmed",2
2017-05-07,"confirmed",4
2017-05-14,"confirmed",16
2017-05-21,"confirmed",8
2017-05-28,"confirmed",8
2017-06-04,"confirmed",8
2017-06-11,"confirmed",10
2017-06-18,"confirmed",10
2017-06-25,"confirmed",6
2017-07-02,"confirmed",4
2017-07-09,"confirmed",8
2017-07-16,"confirmed",12
2017-07-23,"confirmed",2
2017-07-30,"confirmed",14
2017-08-06,"confirmed",10
2017-08-13,"confirmed",0
2017-08-20,"confirmed",8
2017-08-27,"confirmed",6
2017-09-03,"confirmed",6
2017-09-10,"confirmed",0
2017-09-17,"confirmed",0
2017-09-24,"confirmed",0
2017-10-01,"confirmed",4
2017-10-08,"confirmed",12
2017-10-15,"confirmed",0
2017-10-22,"confirmed",4
2017-10-29,"confirmed",6
2017-11-05,"confirmed",2
2017-11-12,"confirmed",2
2017-11-19,"confirmed",2
2017-11-26,"confirmed",0
2017-12-03,"confirmed",2
2017-12-10,"confirmed",0
2017-12-17,"confirmed",0
2017-12-24,"confirmed",0
2017-12-31,"confirmed",0
2018-01-07,"confirmed",0
2018-01-14,"confirmed",0
2018-01-21,"confirmed",0
2018-01-28,"confirmed",0
2018-02-04,"confirmed",0
2018-02-11,"confirmed",0
2018-02-18,"confirmed",0
2018-02-25,"confirmed",0
2018-03-04,"confirmed",0
2018-03-11,"confirmed",0
2018-03-18,"confirmed",0
2018-03-25,"confirmed",0
2018-04-01,"confirmed",2
2018-04-08,"confirmed",4
2018-04-15,"confirmed",4
2018-04-22,"confirmed",0
2018-04-29,"confirmed",4
2018-05-06,"confirmed",6
2018-05-13,"confirmed",12
2018-05-20,"confirmed",6
2018-05-27,"confirmed",10
2018-06-03,"confirmed",12
2018-06-10,"confirmed",4
2018-06-17,"confirmed",8
2018-06-24,"confirmed",0
2018-07-01,"confirmed",6
2018-07-08,"confirmed",4
2018-07-15,"confirmed",6
2018-07-22,"confirmed",8
2018-07-29,"confirmed",6
2018-08-05,"confirmed",2
2018-08-12,"confirmed",2
2018-08-19,"confirmed",2
2018-08-26,"confirmed",6
2018-09-02,"confirmed",4
2018-09-09,"confirmed",2
2018-09-16,"confirmed",4
2018-09-23,"confirmed",0
2018-09-30,"confirmed",6
2018-10-07,"confirmed",4
2018-10-14,"confirmed",2
2018-10-21,"confirmed",2
2018-10-28,"confirmed",8
2018-11-04,"confirmed",2
2018-11-11,"confirmed",0
2018-11-18,"confirmed",0
2018-11-25,"confirmed",0
2018-12-02,"confirmed",2
2018-12-09,"confirmed",2
2018-12-16,"confirmed",2
2018-12-23,"confirmed",0
2018-12-30,"confirmed",0
2019-01-06,"confirmed",0
2019-01-13,"confirmed",0
2019-01-20,"confirmed",2
2019-01-27,"confirmed",0
2019-02-03,"confirmed",0
2019-02-10,"confirmed",0
2019-02-17,"confirmed",0
2019-02-24,"confirmed",0
2019-03-03,"confirmed",2
2019-03-10,"confirmed",4
2019-03-17,"confirmed",0
2019-03-24,"confirmed",0
2019-03-31,"confirmed",4
2019-04-07,"confirmed",2
2019-04-14,"confirmed",2
2019-04-21,"confirmed",4
2019-04-28,"confirmed",6
2019-05-05,"confirmed",4
2019-05-12,"confirmed",6
2019-05-19,"confirmed",12
2019-05-26,"confirmed",4
2019-06-02,"confirmed",6
2019-06-09,"confirmed",6
2019-06-16,"confirmed",6
2019-06-23,"confirmed",4
2019-06-30,"confirmed",16
2019-07-07,"confirmed",10
2019-07-14,"confirmed",6
2019-07-21,"confirmed",8
2019-07-28,"confirmed",6
2019-08-04,"confirmed",2
2019-08-11,"confirmed",6
2019-08-18,"confirmed",0
2019-08-25,"confirmed",14
2019-09-01,"confirmed",0
2019-09-08,"confirmed",4
2019-09-15,"confirmed",2
2019-09-22,"confirmed",12
2019-09-29,"confirmed",2
2019-10-06,"confirmed",0
2019-10-13,"confirmed",14
2019-10-20,"confirmed",10
2019-10-27,"confirmed",6
2019-11-03,"confirmed",0
2019-11-10,"confirmed",0
2019-11-17,"confirmed",0
2019-11-24,"confirmed",0
2019-12-01,"confirmed",4
2019-12-08,"confirmed",4
2019-12-15,"confirmed",2
2019-12-22,"confirmed",0
2019-12-29,"confirmed",0
2020-01-05,"confirmed",0
2020-01-12,"confirmed",2
2020-01-19,"confirmed",0
2020-01-26,"confirmed",0
2020-02-02,"confirmed",0
2020-02-09,"confirmed",4
2020-02-16,"confirmed",2
2020-02-23,"confirmed",0
2020-03-01,"confirmed",0
2020-03-08,"confirmed",0
2020-03-15,"confirmed",2
2020-03-22,"confirmed",2
2020-03-29,"confirmed",0
2020-04-05,"confirmed",6
2020-04-12,"confirmed",0
2020-04-19,"confirmed",4
2020-04-26,"confirmed",2
2020-05-03,"confirmed",6
2020-05-10,"confirmed",6
2020-05-17,"confirmed",2
2020-05-24,"confirmed",4
2020-05-31,"confirmed",2
2020-06-07,"confirmed",6
2020-06-14,"confirmed",8
2020-06-21,"confirmed",8
2020-06-28,"confirmed",4
2020-07-05,"confirmed",8
2020-07-12,"confirmed",0
2020-07-19,"confirmed",4
2020-07-26,"confirmed",4
2020-08-02,"confirmed",4
2020-08-09,"confirmed",2
2020-08-16,"confirmed",2
2020-08-23,"confirmed",4
2020-08-30,"confirmed",4
2020-09-06,"confirmed",8
2020-09-13,"confirmed",4
2020-09-20,"confirmed",0
2020-09-27,"confirmed",2
2020-10-04,"confirmed",10
2020-10-11,"confirmed",4
2020-10-18,"confirmed",4
2020-10-25,"confirmed",6
2020-11-01,"confirmed",4
2020-11-08,"confirmed",2
2020-11-15,"confirmed",0
2020-11-22,"confirmed",2
2020-11-29,"confirmed",0
2020-12-06,"confirmed",2
2020-12-13,"confirmed",4
2020-12-20,"confirmed",2
2020-12-27,"confirmed",0
2021-01-10,"confirmed",0
2021-01-17,"confirmed",0
2021-01-24,"confirmed",2
2021-01-31,"confirmed",0
2021-02-07,"confirmed",0
2021-02-14,"confirmed",2
2021-02-21,"confirmed",6
2021-02-28,"confirmed",0
2021-03-07,"confirmed",4
2021-03-14,"confirmed",0
2021-03-21,"confirmed",0
2021-03-28,"confirmed",10
2021-04-04,"confirmed",6
2021-04-11,"confirmed",2
2021-04-18,"confirmed",4
2021-04-25,"confirmed",14
2021-05-02,"confirmed",8
2021-05-09,"confirmed",6
2021-05-16,"confirmed",2
2021-05-23,"confirmed",6
2021-05-30,"confirmed",6
2021-06-06,"confirmed",10
2021-06-13,"confirmed",12
2021-06-20,"confirmed",12
2021-06-27,"confirmed",14
2021-07-04,"confirmed",8
2021-07-11,"confirmed",4
2021-07-18,"confirmed",8
2021-07-25,"confirmed",4
2021-08-01,"confirmed",4
2021-08-08,"confirmed",4
2021-08-15,"confirmed",4
2021-08-22,"confirmed",8
2021-08-29,"confirmed",6
2021-09-05,"confirmed",6
2021-09-12,"confirmed",2
2021-09-19,"confirmed",2
2021-09-26,"confirmed",6
2021-10-03,"confirmed",4
2021-10-10,"confirmed",2
2021-10-17,"confirmed",6
2021-10-24,"confirmed",4
2021-10-31,"confirmed",8
2021-11-07,"confirmed",2
2021-11-14,"confirmed",0
2021-11-21,"confirmed",0
2021-11-28,"confirmed",0
2021-12-05,"confirmed",0
2021-12-12,"confirmed",0
2021-12-19,"confirmed",0
2021-12-26,"confirmed",0
2022-01-02,"confirmed",2
2022-01-09,"confirmed",2
2022-01-16,"confirmed",0
2022-01-23,"confirmed",0
2022-01-30,"confirmed",2
2022-02-06,"confirmed",0
2022-02-13,"confirmed",0
2022-02-20,"confirmed",4
2022-02-27,"confirmed",0
2022-03-06,"confirmed",0
2022-03-13,"confirmed",0
2022-03-20,"confirmed",0
2022-03-27,"confirmed",2
2022-04-03,"confirmed",8
2022-04-10,"confirmed",0
2022-04-17,"confirmed",12
2022-04-24,"confirmed",0
2022-05-01,"confirmed",14
2022-05-08,"confirmed",4
2022-05-15,"confirmed",16
2022-05-22,"confirmed",14
2022-05-29,"confirmed",6
2022-06-05,"confirmed",10
2022-06-12,"confirmed",12
2022-06-19,"confirmed",8
2022-06-26,"confirmed",10
2022-07-03,"confirmed",12
2022-07-10,"confirmed",6
2022-07-17,"confirmed",8
2022-07-24,"confirmed",2
2022-07-31,"confirmed",4
2022-08-07,"confirmed",10
2022-08-14,"confirmed",6
2022-08-21,"confirmed",8
2022-08-28,"confirmed",0
2022-09-04,"confirmed",4
2022-09-11,"confirmed",6
2022-09-18,"confirmed",6
2022-09-25,"confirmed",2
2022-10-02,"confirmed",8
2022-10-09,"confirmed",6
2022-10-16,"confirmed",2
2022-10-23,"confirmed",4
2022-10-30,"confirmed",6
2022-11-06,"confirmed",4
2022-11-13,"confirmed",0
2022-11-20,"confirmed",4
2022-11-27,"confirmed",2
2022-12-04,"confirmed",0
2022-12-11,"confirmed",0
2022-12-18,"confirmed",2
2022-12-25,"confirmed",0
2023-01-01,"confirmed",0
2023-01-08,"confirmed",2
2023-01-15,"confirmed",0
2023-01-22,"confirmed",0
2023-01-29,"confirmed",0
2023-02-05,"confirmed",2
2023-02-12,"confirmed",2
2023-02-19,"confirmed",2
2023-02-26,"confirmed",2
2023-03-05,"confirmed",2
2023-03-12,"confirmed",4
2023-03-19,"confirmed",6
2023-03-26,"confirmed",4
2023-04-02,"confirmed",4
2023-04-09,"confirmed",8
2023-04-16,"confirmed",10
2023-04-23,"confirmed",10
2023-04-30,"confirmed",8
2023-05-07,"confirmed",8
2023-05-14,"confirmed",16
2023-05-21,"confirmed",10
2023-05-28,"confirmed",10
2023-06-04,"confirmed",20
2023-06-11,"confirmed",2
2023-06-18,"confirmed",14
2023-06-25,"confirmed",10
2023-07-02,"confirmed",10
2023-07-09,"confirmed",2
2023-07-16,"confirmed",8
2023-07-23,"confirmed",14
2023-07-30,"confirmed",6
2023-08-06,"confirmed",10
2023-08-13,"confirmed",4
2023-08-20,"confirmed",6
2023-08-27,"confirmed",0
2023-09-03,"confirmed",2
2023-09-10,"confirmed",4
2023-09-17,"confirmed",2
2023-09-24,"confirmed",2
2023-10-01,"confirmed",10
2023-10-08,"confirmed",12
2023-10-15,"confirmed",0
2023-10-22,"confirmed",2
2023-10-29,"confirmed",6
2023-11-05,"confirmed",0
2023-11-12,"confirmed",0
2023-11-19,"confirmed",4
2023-11-26,"confirmed",2
2023-12-03,"confirmed",0
2023-12-10,"confirmed",0
2023-12-17,"confirmed",0
2023-12-24,"confirmed",0
2023-12-31,"confirmed",6
2024-01-07,"confirmed",0
2024-01-14,"confirmed",4
2024-01-21,"confirmed",0
2024-01-28,"confirmed",0
2024-02-04,"confirmed",2
2024-02-11,"confirmed",0
2024-02-18,"confirmed",0
2024-02-25,"confirmed",0
2024-03-03,"confirmed",2
2024-03-10,"confirmed",4
2024-03-17,"confirmed",2
2024-03-24,"confirmed",2
2024-03-31,"confirmed",2
2024-04-07,"confirmed",2
2024-04-14,"confirmed",6
2024-04-21,"confirmed",16
2024-04-28,"confirmed",10
2024-05-05,"confirmed",12
2024-05-12,"confirmed",12
2024-05-19,"confirmed",8
2024-05-26,"confirmed",20
2024-06-02,"confirmed",12
2024-06-09,"confirmed",4
2024-06-16,"confirmed",20
2024-06-23,"confirmed",4
2024-06-30,"confirmed",14
2024-07-07,"confirmed",6
2024-07-14,"confirmed",6
2024-07-21,"confirmed",0
2024-07-28,"confirmed",6
2024-08-04,"confirmed",4
2024-08-11,"confirmed",4
2024-08-18,"confirmed",0
2024-08-25,"confirmed",0
2024-09-01,"confirmed",0
2024-09-08,"confirmed",2
2024-09-15,"confirmed",2
2024-09-22,"confirmed",6
2024-09-29,"confirmed",2
2024-10-06,"confirmed",0
2024-10-13,"confirmed",6
2024-10-20,"confirmed",2
2024-10-27,"confirmed",10
2024-11-03,"confirmed",14
2024-11-10,"confirmed",0
2024-11-17,"confirmed",4
2024-11-24,"confirmed",2
2024-12-01,"confirmed",4
2024-12-08,"confirmed",0
2024-12-15,"confirmed",2
2024-12-22,"confirmed",2
2024-12-29,"confirmed",2
2026-01-04,"provisional",1
2026-01-11,"provisional",0
2026-01-18,"provisional",0
2026-01-25,"provisional",0
2026-02-01,"provisional",1
2026-02-08,"provisional",1
2026-02-15,"provisional",0
2026-02-22,"provisional",1
2026-03-01,"provisional",0
2026-03-08,"provisional",1
2026-03-15,"provisional",1
2026-03-22,"provisional",0
2026-03-29,"provisional",1
2026-04-05,"provisional",0
2026-04-12,"provisional",3
2026-04-19,"provisional",5
2026-04-26,"provisional",2
2026-05-03,"provisional",11
2026-05-10,"provisional",9
